time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
3761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3761.2,10.609745861683937,10.621558216093549,10.64297102048423,10.665282378779093,10.689003157023437,10.713128402176578,10.736537905969303,10.760590633094717,10.784099644928384,10.808315284261647,10.829796160714086,10.847341347937189,10.866182280220986,10.88676794814131,10.905193252638297,10.923303107167092,10.945878876097987,10.970206259261275,10.993437138310483,11.017823780066394,11.040854592397665,11.064273721024392,11.08678681678714,11.103416936400903,11.117501410749972,11.132477932138391,11.149996234730889,11.167930993864912,11.185244186873861,11.202852728900336,11.219682044180923,11.238105826594055,11.257635769601666,11.278158744750026,11.29951952076646,11.321313382709848,11.341728174886303,11.360522829094077,11.380672111587415,11.40356291478362,11.425504267182653,11.445673019068515,11.463394467697535,11.480569417371338,11.497541353031629,11.515379152673274,11.534784871653791,11.556114969844167,11.57256308513307,11.574861592922773
3761.3999999999996,10.644750832965213,10.647013772156734,10.658821549957047,10.675090142918744,10.695770980762203,10.718708152353413,10.743226423870698,10.767499433162556,10.791403936131616,10.81486439989133,10.837726316579653,10.8571384509306,10.87531155553059,10.891980784786815,10.909174046747598,10.928676291001223,10.952337143983872,10.976474688970141,11.000125396429931,11.024368546325451,11.047568863862926,11.071079143973511,11.091970839451095,11.10784727480194,11.121606167206277,11.137734368192625,11.155743019771375,11.173374250799203,11.19095814277108,11.208290065486889,11.225683433737625,11.244168432776133,11.26492514983987,11.287722329843682,11.309939205762701,11.329727474391929,11.347960079939307,11.366788195732179,11.387073315533982,11.409439093458227,11.43196401059276,11.45235344550741,11.46932713635516,11.486622096535985,11.504051991118466,11.521026164468404,11.540780311176514,11.561000273747666,11.572822537150394,11.572651381425489
3761.5999999999995,10.611119776939004,10.634974531621346,10.653324400228499,10.66819462449623,10.683931107306359,10.704348696458736,10.727821864218205,10.751829774087437,10.775562605303406,10.798298716377147,10.821003584926382,10.842689907892495,10.860676497378316,10.87754286266121,10.895275435704912,10.914523166018906,10.934367189470153,10.95701200971307,10.97987499479044,11.00371377580162,11.026863065257137,11.048758597620802,11.07231413266312,11.09306751278058,11.108852852972758,11.121684900873657,11.137357119327682,11.154758577656505,11.171902059049131,11.188843582747309,11.205787988232792,11.222261885723025,11.240429036538647,11.25943723100685,11.279949424100387,11.30041179092947,11.318446236079229,11.336824779467511,11.354931533157911,11.374623019696088,11.396323697628297,11.417676660671367,11.439269389672354,11.45848538803503,11.477421946443203,11.49415585429753,11.5106553364141,11.529136867581183,11.548865923403682,11.572113762412638
3761.7999999999993,10.585493270659708,10.608679793029468,10.631420772842535,10.651950105878873,10.667170282164859,10.68303969468987,10.70365751142481,10.727610310671366,10.752137534296596,10.776379103444912,10.799569438259908,10.822760391622545,10.844492992619095,10.86306670073924,10.880107684415986,10.897129179068514,10.915905223235272,10.936965247690237,10.960801798004718,10.985018206360468,11.009300500125931,11.033522105926648,11.056420210972027,11.07717974577739,11.0959611185524,11.116274286420932,11.135684169060367,11.150489966485699,11.164340803455671,11.180519736343442,11.199143035152476,11.218953798529942,11.239041240298976,11.257140370626656,11.273417940081421,11.291850592577912,11.311764075639873,11.331486852999975,11.351182076016656,11.369989900980377,11.392135935850957,11.41397684735995,11.436151839554544,11.456032314200062,11.475367152326331,11.492775548217178,11.509484341596071,11.528310305639966,11.548377744006485,11.572113762412638
3761.999999999999,10.598306523799357,10.618371195723807,10.631546725230429,10.646159619269238,10.664143177690793,10.68481242703476,10.707282097452469,10.73079000223491,10.754490649953176,10.77788925911912,10.800301322681948,10.822674880832967,10.843667855715594,10.863493661176616,10.882685390604843,10.901454023645865,10.919776768857908,10.941048365197004,10.96356768289751,10.986216236653027,11.00946295288467,11.032342005079476,11.054344204421554,11.075408381134295,11.095357385197543,11.112772026740956,11.129376684353513,11.146005346894002,11.163096583956756,11.179222856939905,11.196527914627776,11.215637648846574,11.234928066933952,11.252860469104718,11.2708558108593,11.29036091381974,11.309347111253707,11.326046830969842,11.342147048763112,11.360224786287628,11.380116402508468,11.401779414309061,11.423137256368927,11.444757848981695,11.464756202856424,11.481873416758553,11.498851227691873,11.516628150764662,11.536282249067625,11.559300509272987
3762.199999999999,10.616914115188637,10.624478098376303,10.639237490274112,10.655421776729249,10.672517322609227,10.692396953802087,10.715718741038934,10.73943188201275,10.763037659181911,10.786118910486149,10.808655235747848,10.830600867315065,10.850877940517181,10.870846876753642,10.889622111209555,10.908524719961024,10.92713392255378,10.949403392432725,10.972692089102054,10.995327328853001,11.018977773256644,11.041423660549933,11.062846655607116,11.083835587995283,11.10265683682238,11.120685976335295,11.13865483520513,11.15779283876842,11.17714332458307,11.194612101519974,11.210827203892935,11.227958931132966,11.24414443445973,11.261550336361688,11.280740979983864,11.300298116813899,11.318373874111005,11.334649542192924,11.351022453225982,11.368545773306558,11.387714921040628,11.410179223225475,11.431770270376283,11.45300712756194,11.474451882795407,11.49328959207133,11.507950131643337,11.528807589663861,11.549917831554435,11.560674424528056
3762.3999999999987,10.585493270659708,10.606909504055032,10.623010508772952,10.63409617684878,10.643784147736227,10.657477316840229,10.67558806389246,10.697135877959987,10.721228611875738,10.745550840172395,10.769644185340296,10.7929879564407,10.816200194725937,10.838053702788882,10.858419363555308,10.878736077848012,10.897104858134606,10.917206746975982,10.940210203197584,10.964064942170385,10.987608665941586,11.011631769832686,11.035413411120887,11.058490489330815,11.080189269137025,11.101091106424773,11.122215234196588,11.143318914860268,11.161484379576923,11.178657945698005,11.195580263453344,11.213191793969639,11.229785869596274,11.247260776376745,11.266469430354542,11.288499786240484,11.309375283728519,11.325300108850298,11.338347299514778,11.354271943352332,11.37481290614278,11.396749958415839,11.418646502213008,11.439381705803427,11.459856529186075,11.479117612665123,11.497756724649776,11.515760671452817,11.535705674745982,11.559300509272987
3762.5999999999985,10.611119776939004,10.624687420604026,10.624341831801265,10.623179162318502,10.624234359689694,10.630585526688321,10.643919210840862,10.659663362926365,10.677978854471295,10.700483615733388,10.725382472041769,10.75032370088538,10.775234324167693,10.8000412664082,10.82442087682356,10.847795966621284,10.868849228286438,10.888612148581174,10.907897562693282,10.929760436448909,10.953500890959631,10.977970937165203,11.001667155030313,11.02618261158101,11.049472565489914,11.071393691697475,11.092730285547757,11.113581077106664,11.135097706599481,11.158216465076869,11.179450212948366,11.198425326947895,11.216154558231741,11.23327140192808,11.25061653503288,11.269720010510786,11.29059925103911,11.310111677866981,11.32547225975808,11.338726730952331,11.355468139866064,11.376584814649455,11.399109766719777,11.421549016055714,11.444285960308937,11.464935228407104,11.483411699925357,11.50205589053705,11.522338125198653,11.546487256133341
3762.7999999999984,10.593796497635985,10.603970023615593,10.61908945535869,10.624035691901224,10.62427299775304,10.62263752179241,10.626902678716707,10.639199686112898,10.654355706078235,10.670464863973942,10.692098640490643,10.717953782905974,10.744194846625339,10.77044835593564,10.796607358151434,10.82237203956789,10.846858890440748,10.86982910485485,10.892380015277435,10.915233979658154,10.937205141313381,10.961823831003105,10.987261852497568,11.013473940977015,11.038909458045545,11.064402123732762,11.087847508808354,11.111051246580496,11.134876797805278,11.158261262834026,11.179307732496182,11.19814875114957,11.216266576408053,11.234451890496118,11.254166323268048,11.27578605318543,11.296781434219843,11.316113440768063,11.332234692517286,11.347125663900927,11.36461627928852,11.388236704242608,11.413525591813375,11.437316088025112,11.45935955786742,11.48168003047888,11.501261807276649,11.520170801491611,11.543779811658574,11.564945508907938
